No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
286,frecuencia absoluta relativa,880,19,1,31,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
287,flex box,320,19,1,5,http://aluracursos.com/blog/flexbox-css-guia-completo-elementos-y-ejemplos
288,que hace un programador,260,19,1,6,http://aluracursos.com/blog/que-hace-un-programador
289,mascara subred,210,19,0,1,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
290,telnet que es,210,19,0,2,http://aluracursos.com/blog/ssh-telnet-y-las-diferencias-para-conectar-en-un-servidor
291,encapsulamiento java,260,19,0,18,http://aluracursos.com/blog/Que-es-encapsulamiento
292,código binario,3600,20,7,29,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
293,qué es la programación orientada a objetos,590,20,3,3,http://aluracursos.com/blog/poo-que-es-la-programacion-orientada-a-objetos
294,html es un lenguaje de programación,480,20,3,18,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
295,archivos tar,390,20,2,18,http://aluracursos.com/blog/Linux-comprimiendo-y-descomprimiendo-archivos-con-el-tar
296,tecnica pomodoro,2400,20,2,39,http://aluracursos.com/blog/tecnica-pomodoro-gestiona-tu-tiempo-con-sencillez
297,react hooks form,880,20,2,34,http://aluracursos.com/blog/react-validacion-de-formulario-con-react-hook-form
298,product manager,720,20,2,27,http://aluracursos.com/blog/product-manager-que-es-y-como-destacarse-en-este-area
299,que es virtual box,260,20,2,26,http://aluracursos.com/blog/virtualbox-y-maquinas-virtuales
300,tipos de gráficas en estadística,210,20,2,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
301,depurando,1600,20,1,28,http://aluracursos.com/blog/articulo-depurando-errores-en-el-navefador-formatado
302,mascara 24,320,20,1,18,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
303,que son los algoritmos,720,20,1,26,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
304,modelo de capas osi,210,20,1,9,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
305,diagrama de frecuencia,590,20,1,25,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
306,modelo osi capas,1600,20,1,23,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
307,flex css,720,21,2,26,http://aluracursos.com/blog/flexbox-css-guia-completo-elementos-y-ejemplos
308,capas modelo osi,1600,21,2,6,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
309,algebra relacional,320,21,1,18,http://aluracursos.com/curso-online-modelado-bases-datos-relacionales-algebra-relacional
310,bootstrap cdn,210,21,1,73,http://aluracursos.com/blog/bootstrap-que-es-como-y-cuando-utilizar
311,mascaras 24,320,21,1,18,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
312,que es virtualbox,260,21,1,7,http://aluracursos.com/blog/virtualbox-y-maquinas-virtuales
313,flexbox flex,260,21,1,3,http://aluracursos.com/blog/flexbox-css-guia-completo-elementos-y-ejemplos
314,dom,2900,21,1,57,http://aluracursos.com/blog/que-es-dom
315,insert into sql select,260,21,1,32,http://aluracursos.com/blog/select-insert-update-delete-sql
316,capa física del modelo osi,210,21,0,1,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
317,parseint javascript,260,21,0,10,http://aluracursos.com/blog/convirtiendo-string-a-numero-en-javascript
318,elemento i,260,21,0,13,http://aluracursos.com/blog/que-es-hmtl-y-sus-etiquetas-parte2-elementos-inline
319,capas de modelo osi,210,21,0,7,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
320,que significa en python,390,21,0,9,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
321,qué es swing,320,21,0,13,http://aluracursos.com/blog/biblioteca-swing
322,mascara 28,210,21,0,2,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
323,qlik,1300,22,1,24,http://aluracursos.com/blog/qlik-que-es
324,mascara de red,1900,22,1,6,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
325,mascaras de red,1900,22,1,13,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
326,framework que es,880,22,0,41,http://aluracursos.com/blog/framework-que-es-y-para-que-sirve
327,lenguajes de programacion c,390,22,0,21,http://aluracursos.com/blog/quien-esta-detras-de-los-principales-lenguajes-de-programacion
328,www latam com,1000,22,0,38,http://aluracursos.com/
329,que es el dom,390,22,0,9,http://aluracursos.com/blog/que-es-dom
330,que es un compilador,480,22,0,1,http://aluracursos.com/blog/que-es-compilacion-y-cual-es-el-papel-de-los-compiladores
331,positioning css,480,22,0,63,http://aluracursos.com/blog/comprenda-la-propiedad-position-css
332,estructura de html,320,22,0,8,http://aluracursos.com/blog/html-y-sus-etiquetas
333,net framework,2900,23,4,52,http://aluracursos.com/blog/que-es-net-framework
334,máscara de red,1900,23,1,13,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
335,curso de programación,1900,23,1,25,http://aluracursos.com/cursos-online-programacao
336,histograma como se hace,320,23,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
337,que es un paradigma de programacion,210,23,0,7,http://aluracursos.com/blog/python-una-introduccion-al-lenguaje
338,como clonar un repositorio de github,210,23,0,11,http://aluracursos.com/blog/clonando-un-repositorio-remoto
339,qué significa en python,390,23,0,10,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
340,qué son los números binarios,390,23,0,5,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
341,encapsulamiento en java,260,23,0,13,http://aluracursos.com/blog/Que-es-encapsulamiento
342,a aprender o aprender,720,23,0,44,http://aluracursos.com/curso-online-aprender-a-aprender-tecnicas-autodesarrollo
343,mundo tecnológico express,320,23,0,14,http://aluracursos.com/
344,footer,1600,23,0,31,http://aluracursos.com/curso-online-html-css-header-footer-variables-css
345,mysql workbench download,480,23,0,55,http://aluracursos.com/blog/descargar-mysql-serve
346,colab google,8100,24,11,25,http://aluracursos.com/blog/google-colab-que-es-y-como-usarlo
347,google colab,60500,24,9,32,http://aluracursos.com/blog/google-colab-que-es-y-como-usarlo
348,numeros binarios,3600,24,7,21,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
349,hooks,4400,24,1,5,http://aluracursos.com/blog/react-hooks-que-son-y-como-funcionan
350,matplotlib,2400,24,1,66,http://aluracursos.com/blog/introduccion-matplotlib-una-biblioteca-de-python
351,editor de código online,320,24,1,10,http://aluracursos.com/blog/editores-de-codigo-e-ides
352,10 habilidades de una persona,210,24,0,5,http://aluracursos.com/blog/las-10-habilidades-profesionales-mas-valoradas-en-2022
353,html que es,880,24,0,36,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
354,que es en python,210,24,0,10,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
355,curso online para emprender,0,24,0,4,http://aluracursos.com/curso-online-emprendimiento-idea-plan-negocios
356,que es un sistema binario,260,24,0,8,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
357,sistema de numeración binario,720,24,0,20,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
358,temas de tecnología,590,24,0,32,http://aluracursos.com/blog/tendencias-de-ti
359,algoritmos en informatica,260,24,0,16,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
360,jdbc,590,24,0,31,http://aluracursos.com/blog/conociendo-el-jdbc
361,portal latam,720,25,1,40,http://aluracursos.com/
362,validando,5400,25,1,29,http://aluracursos.com/curso-online-javascript-validando-formularios
363,arrays,1900,25,1,37,http://aluracursos.com/blog/javascript-para-que-sirve-un-array
364,single spa,210,25,0,10,http://aluracursos.com/blog/single-page-application
365,que es python y para que sirve,320,25,0,8,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
366,responsividad,210,25,0,31,http://aluracursos.com/curso-online-html-css-trabajando-responsividad-publicacion-proyectos
367,latam empresas,390,25,0,11,http://aluracursos.com/
368,qué significa html,1000,25,0,23,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
369,que es spring,260,25,0,13,http://aluracursos.com/blog/spring-conozca-framework-java
370,que es un paradigma de programación,210,25,0,7,http://aluracursos.com/blog/python-una-introduccion-al-lenguaje
371,cálculo ponderado,720,25,0,25,http://aluracursos.com/blog/promedio-ponderado-en-excel
372,programadores que hacen,260,25,0,14,http://aluracursos.com/blog/que-hace-un-programador
373,servlet,210,25,0,31,http://aluracursos.com/curso-online-java-servlet-fundamentos-programacion-web-java
374,append,590,25,0,3,http://aluracursos.com/blog/append-o-extend-agregar-elementos-a-la-lista-con-python
375,frecuencia absoluta,5400,26,20,33,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
376,máscaras de red,1900,26,1,13,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
377,ide,3600,26,1,21,http://aluracursos.com/blog/aprenda-todo-sobre-el-ide-entorno-de-desarrollo-integrado
378,editor de codigo online,260,26,1,12,http://aluracursos.com/blog/editores-de-codigo-e-ides
379,que es un ide,880,26,0,5,http://aluracursos.com/blog/aprenda-todo-sobre-el-ide-entorno-de-desarrollo-integrado
380,máscara 30,390,26,0,1,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
381,insert into select,260,26,0,22,http://aluracursos.com/blog/select-insert-update-delete-sql
382,insert into sql,590,26,0,43,http://aluracursos.com/blog/select-insert-update-delete-sql
383,curso online emprender,0,26,0,12,http://aluracursos.com/curso-online-emprendimiento-idea-plan-negocios
384,aplicando,720,26,0,31,http://aluracursos.com/curso-online-java-aplicando-orientacion-objetos
385,manejo de excel,260,26,0,16,http://aluracursos.com/blog/como-utilizar-excel
386,frecuencia absoluta y relativa,880,26,0,20,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
387,virtual box software,720,26,0,50,http://aluracursos.com/blog/virtualbox-y-maquinas-virtuales
388,for each js,720,26,0,7,http://aluracursos.com/blog/javascript-cuando-debo-usar-foreach-y-map
389,curso programacion,590,27,1,21,http://aluracursos.com/cursos-online-programacao
390,modelamiento de datos,590,27,0,4,http://aluracursos.com/blog/modelado-de-datos-conceptos-generales-reglas-de-relacionamiento
391,download postman,390,27,0,10,http://aluracursos.com/blog/postman-aprenda-como-instalar-y-dar-sus-primeros-pasos
392,algoritmo en informatica,320,27,0,16,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
393,servlets java,260,27,0,18,http://aluracursos.com/blog/creando-una-aplicacion-java-web-con-servlet-completo
394,algoritmos en informática,320,27,0,16,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
395,media o promedio,320,27,0,30,http://aluracursos.com/blog/media-o-mediana-entienda-cada-una
396,curso online emprendimiento,10,27,0,13,http://aluracursos.com/curso-online-emprendimiento-idea-plan-negocios
397,css grid,480,27,0,83,http://aluracursos.com/blog/css-grid-guia-de-propiedades-grid-container-y-grid-item
398,tableau,8100,28,1,55,http://aluracursos.com/blog/que-es-tableau
399,que es un algoritmo en informática,1300,28,1,16,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
400,estructura base de datos,260,28,0,5,http://aluracursos.com/blog/estructura-de-datos-introduccion
401,metodos http,210,28,0,7,http://aluracursos.com/blog/metodos-de-peticion-http
402,que es frontend,480,28,0,8,http://aluracursos.com/blog/que-es-front-end-y-back-end
403,programacion java,480,28,0,31,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
404,formatos de fecha,320,28,0,13,http://aluracursos.com/blog/el-objeto-format-date-y-el-formato-de-fecha-de-javascript
405,oracle iniciar sesión,210,28,0,20,http://aluracursos.com/
406,ia como funciona,480,28,0,30,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
407,cursos de power bi,720,28,0,31,http://aluracursos.com/formacion-power-bi
408,tipos de pruebas,390,28,0,13,http://aluracursos.com/blog/tipos-de-pruebas-cual-utilizar
409,promedio ponderado calcular,260,28,0,13,http://aluracursos.com/blog/promedio-ponderado-en-excel
410,sublime text,5400,29,18,37,http://aluracursos.com/blog/sublime-text-uno-de-los-mejores-editores
411,frecuencias absolutas y relativas,880,29,1,14,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
412,mysql descargas,320,29,1,46,http://aluracursos.com/blog/mysql-desde-la-descarga-e-instalacion-hasta-su-primera-tabla
413,excel como funciona,320,29,0,11,http://aluracursos.com/blog/como-utilizar-excel
414,java virtual machine,480,29,0,26,http://aluracursos.com/blog/paso-a-paso-jvm
415,escucha asertiva,210,29,0,18,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
416,clases en java,260,29,0,14,http://aluracursos.com/curso-online-java-aplicando-orientacion-objetos
417,html y css,480,29,0,17,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
418,que es html,4400,30,4,36,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
419,que es scrum,1600,30,1,37,http://aluracursos.com/blog/que-es-scrum
420,curso de base de datos,320,30,1,22,http://aluracursos.com/cursos-online-data-science/base-datos
421,como funciona la inteligencia artificial,1300,30,0,54,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
422,que es latam,1300,30,0,46,http://aluracursos.com/
423,calcular promedio ponderado,480,30,0,13,http://aluracursos.com/blog/promedio-ponderado-en-excel
424,que es el sistema binario,880,30,0,25,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
425,que significa cookies,320,30,0,40,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
426,que son las bases de datos relacionales,480,30,0,4,http://aluracursos.com/blog/base-de-datos-relacional
427,algoritmo de programacion,480,30,0,14,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
428,que es la nube en computacion,590,30,0,42,http://aluracursos.com/blog/cloud-historia-y-guia-de-la-computacion-en-la-nube
429,máscara 28,210,30,0,5,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
430,latam que es,260,30,0,34,http://aluracursos.com/
431,que es drilling,210,30,0,13,http://aluracursos.com/blog/que-es-prop-drilling
432,ia que es,480,30,0,65,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
433,modelado de base de datos,590,30,0,5,http://aluracursos.com/curso-online-modelado-bases-datos-relacionales-logico-fisico
434,fecha actual,720,30,0,35,http://aluracursos.com/blog/obteniendo-la-fecha-actual-en-java
435,que es la nube informatica,390,30,0,43,http://aluracursos.com/blog/cloud-historia-y-guia-de-la-computacion-en-la-nube
436,auro,590,30,0,24,http://aluracursos.com/
437,quick sort,480,30,0,34,http://aluracursos.com/blog/merge-y-quick-sort-conozca-cual-es-el-mejor-algoritmo
438,qué es ia,2900,31,4,69,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
439,kanban,6600,31,2,40,http://aluracursos.com/blog/metodo-kanban-conceptos-y-funciones-agilidad
440,que es la ia,5400,31,2,69,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
441,scrum,9900,31,1,56,http://aluracursos.com/blog/que-es-scrum
442,curso de desarrollo personal digital,0,31,0,4,http://aluracursos.com/formacion-desarrollo-personal
443,para que sirve python,480,31,0,24,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
444,que es una etiqueta en html,260,31,0,30,http://aluracursos.com/blog/html-y-sus-etiquetas
445,clases java,260,31,0,19,http://aluracursos.com/blog/Importando-clases-en-java
446,relaciones bases de datos,210,31,0,3,http://aluracursos.com/blog/base-de-datos-relacional
447,sublime text 3,590,31,0,44,http://aluracursos.com/blog/sublime-text-uno-de-los-mejores-editores
448,sql insert into select,260,31,0,17,http://aluracursos.com/blog/select-insert-update-delete-sql
449,que es una máscara de red,210,31,0,5,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
450,tableau que es,260,31,0,8,http://aluracursos.com/blog/que-es-tableau
451,código limpio,320,31,0,22,http://aluracursos.com/blog/clean-code-que-es-ejemplo
452,frecuencia relativa y absoluta,880,31,0,33,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
453,patrones de diseño,2900,32,4,36,http://aluracursos.com/blog/design-patterns-introduccion-a-los-patrones-de-diseno
454,que es sql,2400,32,1,32,http://aluracursos.com/blog/que-es-sql
455,bootstrap,33100,32,1,75,http://aluracursos.com/blog/bootstrap-que-es-como-y-cuando-utilizar
456,imágenes de un histograma,210,32,0,4,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
457,latam qué es,260,32,0,24,http://aluracursos.com/
458,que es bootstrap,590,32,0,27,http://aluracursos.com/blog/bootstrap-que-es-como-y-cuando-utilizar
459,que es tableau,260,32,0,2,http://aluracursos.com/blog/que-es-tableau
460,curso de java,260,32,0,29,http://aluracursos.com/curso-online-java-creando-primera-aplicacion
461,html para que sirve,590,32,0,19,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
462,styled component,320,32,0,58,http://aluracursos.com/blog/react-componentes-con-styled-components
463,insert into select sql,210,32,0,24,http://aluracursos.com/blog/select-insert-update-delete-sql
464,relaciones de bases de datos,210,32,0,3,http://aluracursos.com/blog/base-de-datos-relacional
465,cookies,22200,33,2,70,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
466,ejemplo de código,320,33,0,13,http://aluracursos.com/blog/clean-code-que-es-ejemplo
467,frameworks que es,880,33,0,15,http://aluracursos.com/blog/framework-que-es-y-para-que-sirve
468,lista en python,880,33,0,21,http://aluracursos.com/blog/como-hacer-una-copia-de-una-lista-en-python
469,insert into from select,260,33,0,18,http://aluracursos.com/blog/select-insert-update-delete-sql
470,polimorfismo en java,480,33,0,13,http://aluracursos.com/curso-online-java-aplicando-orientacion-objetos
471,que es linkedin y para que sirve,880,33,0,44,http://aluracursos.com/blog/la-importancia-de-linkedIn-para-tu-carrera-profesional
472,qué es una base de datos relacional,480,33,0,4,http://aluracursos.com/blog/base-de-datos-relacional
473,foro prompt,480,33,0,10,http://aluracursos.com/curso-online-chatgpt-optimizando-calidad-resultados
474,que es cloud,480,33,0,51,http://aluracursos.com/blog/que-es-cloud-y-sus-principales-servicios
475,kubernetes,2900,33,0,49,http://aluracursos.com/blog/que-es-kubernetes
476,que es base de datos relacional,480,33,0,4,http://aluracursos.com/blog/base-de-datos-relacional
477,programador que hace,260,33,0,14,http://aluracursos.com/blog/que-hace-un-programador
478,mysql descargar,320,33,0,38,http://aluracursos.com/blog/mysql-desde-la-descarga-e-instalacion-hasta-su-primera-tabla
479,frecuencia relativa absoluta,880,33,0,16,http://aluracursos.com/blog/frecuencia-absoluta-y-relativa
480,que es una mascara de red,210,33,0,5,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
481,sistema de numeracion binario,720,34,0,25,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
482,git init,170,34,0,2,http://aluracursos.com/blog/iniciando-repositorio-con-git
483,cursos sql,720,34,0,6,http://aluracursos.com/formacion-sql-con-mysql
484,numero latam,1600,34,0,27,http://aluracursos.com/
485,que es modelo osi,590,34,0,7,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
486,cómo funciona inteligencia artificial,1300,34,0,59,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
487,qué es un algoritmo en informática,1300,34,0,32,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
488,tupla python,390,34,0,18,http://aluracursos.com/blog/conociendo-las-tuplas-en-python
489,flex wrap,320,34,0,10,http://aluracursos.com/blog/flexbox-css-guia-completo-elementos-y-ejemplos
490,qué es algoritmo,4400,35,11,41,http://aluracursos.com/blog/algoritmos-y-logica-de-programacion-que-es-eso-y-porque-es-importante
491,aplicaciónes,14800,35,1,47,http://aluracursos.com/curso-online-java-creando-primera-aplicacion
492,estructura de,320,35,0,27,http://aluracursos.com/blog/estructura-de-datos-introduccion
493,programación en python,320,35,0,52,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
494,clases de emprendimiento,590,35,0,14,http://aluracursos.com/curso-online-emprendimiento-idea-plan-negocios
495,www latam com colombia,2400,35,0,30,http://aluracursos.com/
496,qué es kubernetes,480,35,0,31,http://aluracursos.com/blog/que-es-kubernetes
497,numero binario,720,35,0,9,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
498,como sacar promedio ponderado,210,35,0,5,http://aluracursos.com/blog/promedio-ponderado-en-excel
499,challenges,3600,35,0,35,http://aluracursos.com/challenges/oracle-one
500,polígono de frecuencia ejemplos,480,35,0,5,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
501,aprende javascript,210,35,0,13,http://aluracursos.com/blog/guia-de-javascript
502,datetime python,260,35,0,33,http://aluracursos.com/blog/python-datetime-trabajando-con-fechas
503,maven,1900,35,0,93,http://aluracursos.com/blog/que-es-maven
504,autenticacion,1300,35,0,23,http://aluracursos.com/blog/tipos-de-autenticacion
505,programación e,210,36,0,18,http://aluracursos.com/
506,que es kanban,480,36,0,32,http://aluracursos.com/blog/metodo-kanban-conceptos-y-funciones-agilidad
507,qué hace un programador,260,36,0,6,http://aluracursos.com/blog/que-hace-un-programador
508,codigo limpio,320,36,0,22,http://aluracursos.com/blog/clean-code-que-es-ejemplo
509,regexp javascript,260,36,0,46,http://aluracursos.com/blog/javascript-replace-manipulando-strings-regex
510,latam peru,2400,36,0,46,http://aluracursos.com/
511,python programacion,480,36,0,24,http://aluracursos.com/blog/que-es-python-historia-guia-para-iniciar
512,group by sql,390,36,0,4,http://aluracursos.com/blog/funciones-de-agregacion-con-group-by-en-sql-como-utilizarlas
513,tipos de datos en programacion,590,36,0,5,http://aluracursos.com/blog/estructura-de-datos-introduccion
514,imágenes de escuelas animadas,210,36,0,5,http://aluracursos.com/
515,gráfico de pastel,390,36,0,12,http://aluracursos.com/blog/grafico-de-torta-que-es-como-hacerlo
516,comandos de cmd,210,36,0,11,http://aluracursos.com/blog/consejos-para-trabajar-en-el-indicador-de-windows
517,json,3600,36,0,49,http://aluracursos.com/blog/que-es-json
518,relacion de base de datos,210,36,0,5,http://aluracursos.com/blog/base-de-datos-relacional
519,aprender programar desde cero,390,36,0,19,http://aluracursos.com/blog/aprender-a-programar-desde-cero-donde-empezar
520,número binario,720,36,0,10,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
521,que puede hacer un programador,260,36,0,6,http://aluracursos.com/blog/que-hace-un-programador
522,que es compilador,590,37,0,18,http://aluracursos.com/blog/que-es-compilacion-y-cual-es-el-papel-de-los-compiladores
523,qué es la ia inteligencia artificial,390,37,0,66,http://aluracursos.com/blog/que-es-la-inteligencia-artificial
524,ejemplo de codigo,320,37,0,13,http://aluracursos.com/blog/clean-code-que-es-ejemplo
525,que es el modelo osi,590,37,0,7,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
526,trigger en español,480,37,0,13,http://aluracursos.com/blog/que-es-y-como-trigger-en-sql
527,que es la nube en informatica,390,37,0,42,http://aluracursos.com/blog/cloud-historia-y-guia-de-la-computacion-en-la-nube
528,sistema binario ejemplo,720,38,0,31,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
529,la comunicación asertiva,720,38,0,11,http://aluracursos.com/blog/5-pasos-para-una-comunicacion-mas-asertiva
530,google docs and excel,480,38,0,36,http://aluracursos.com/blog/google-sheets-o-microsoft-excel
531,que es algoritmo en informática,1300,38,0,25,http://aluracursos.com/blog/que-son-y-para-que-sirven-los-algoritmos
532,sql,12100,38,0,54,http://aluracursos.com/blog/que-es-sql
533,emprendimiento digitales,590,38,0,22,http://aluracursos.com/formacion-empreendimiento-digital
534,bases de datos relaciones,1000,38,0,4,http://aluracursos.com/blog/base-de-datos-relacional
535,base de datos relacional,1000,38,0,36,http://aluracursos.com/blog/base-de-datos-relacional
536,oracle logo,480,38,0,18,http://aluracursos.com/
537,para que sirve html,480,38,0,42,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
538,que significa sql,320,39,0,15,http://aluracursos.com/blog/que-es-sql
539,jvm,480,39,0,19,http://aluracursos.com/blog/paso-a-paso-jvm
540,logo oracle,480,39,0,18,http://aluracursos.com/
541,tema de tecnologia,590,39,0,32,http://aluracursos.com/blog/tendencias-de-ti
542,ejemplos de gráficos,880,39,0,27,http://aluracursos.com/blog/histograma-que-es-ejemplos-graficos-y-tipos
543,como funciona el excel,320,39,0,10,http://aluracursos.com/blog/como-utilizar-excel
544,cuales son las diferencias,390,39,0,5,http://aluracursos.com/blog/html-css-javascript-cuales-son-las-diferencias
545,imágenes de hexágonos,590,39,0,13,http://aluracursos.com/
546,capas de red,390,39,0,1,http://aluracursos.com/blog/el-modelo-osi-y-sus-capas
547,academia oracle,2400,39,0,15,http://aluracursos.com/
548,que es google sheets,590,39,0,5,http://aluracursos.com/blog/google-sheets-o-microsoft-excel
549,numero de latam,1300,39,0,27,http://aluracursos.com/
550,html que es y para que sirve,480,39,0,13,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
551,archivo tar,390,39,0,18,http://aluracursos.com/blog/Linux-comprimiendo-y-descomprimiendo-archivos-con-el-tar
552,curs,320,39,0,75,http://aluracursos.com/
553,tipos de pruebas de software,320,39,0,5,http://aluracursos.com/blog/tipos-de-pruebas-cual-utilizar
554,ágiles,5400,39,0,28,http://aluracursos.com/blog/los-principales-modelos-de-metodologia-agil
555,modelado de datos,390,40,0,2,http://aluracursos.com/blog/modelado-de-datos-conceptos-generales-reglas-de-relacionamiento
556,diagramas de tortas,880,40,0,13,http://aluracursos.com/blog/grafico-de-torta-que-es-como-hacerlo
557,que son las cookies,880,40,0,51,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
558,java programación,480,40,0,25,http://aluracursos.com/blog/java-una-guia-para-iniciar-tecnologia
559,página html,260,40,0,17,http://aluracursos.com/curso-online-html-css-header-footer-variables-css
560,como aprender programacion desde cero,210,40,0,19,http://aluracursos.com/blog/aprender-a-programar-desde-cero-donde-empezar
561,calcular ips,4400,40,0,21,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
562,frontend,3600,40,0,47,http://aluracursos.com/blog/que-es-front-end-y-back-end
563,left y right,210,41,0,13,http://aluracursos.com/blog/sql-join-aprenda-inner-left-right-full-e-cross
564,que es html en informatica,320,41,0,15,http://aluracursos.com/blog/html-que-es-su-importancia-en-la-web-como-aprender-y-una-guia-para-principiantes
565,css que es,1600,41,0,49,http://aluracursos.com/blog/reset-css-que-es-ejemplos-como-crear-y-utilizar
566,fetch javascript,480,41,0,12,http://aluracursos.com/blog/empezando-con-fetch-en-javascript
567,lenguajes de programación ejemplos,590,41,0,7,http://aluracursos.com/blog/lenguajes-de-programacion
568,java polimorfismo,480,41,0,18,http://aluracursos.com/curso-online-java-aplicando-orientacion-objetos
569,inmersion,3600,41,0,30,http://aluracursos.com/inmersion-dev
570,qué son los cookies,390,41,0,61,http://aluracursos.com/blog/que-son-las-cookies-en-Internet-y-como-funcionan
571,tema de tecnología,590,42,0,30,http://aluracursos.com/blog/tendencias-de-ti
572,bases de datos relacionales,720,42,0,10,http://aluracursos.com/blog/base-de-datos-relacional
573,replace,1300,42,0,35,http://aluracursos.com/blog/javascript-replace-manipulando-strings-regex
574,cursos de sql,320,42,0,15,http://aluracursos.com/formacion-sql-con-mysql
575,sistemas de numeracion binario,720,43,0,26,http://aluracursos.com/blog/entienda-el-sistema-de-codigo-binario
576,que es mascara de red,210,43,0,5,http://aluracursos.com/blog/Como-calcular-mascaras-de-subred-de-forma-simple
577,linea latam colombia,210,43,0,34,http://aluracursos.com/
